Finished reading inputs
Log likelihood: -1290.44
Log likelihood: -1947.95
Log likelihood: -1474.91
Log likelihood: -419.165
Log likelihood: -7926.18
Log likelihood: -815.328
Log likelihood: -4558.07
Log likelihood: -1085.72
Log likelihood: -1414.98
Completed simulation 901
Log likelihood: -1623.47
Log likelihood: -12376.6
Log likelihood: -26761.7
Log likelihood: -846.189
Log likelihood: -745.379
Log likelihood: -22342.8
Log likelihood: -26653.1
Log likelihood: -733.566
Log likelihood: -12380.9
Log likelihood: -1954.39
Log likelihood: -812.418
Log likelihood: -10096.9
Log likelihood: -25204.5
Log likelihood: -559.371
Log likelihood: -2294.49
Log likelihood: -809.834
Log likelihood: -1595.14
Log likelihood: -5374.86
Log likelihood: -785.856
Log likelihood: -2857.21
Log likelihood: -13656.7
Log likelihood: -1292.94
Log likelihood: -8905.43
Log likelihood: -22758.1
Log likelihood: -477.999
Log likelihood: -394.18
Log likelihood: -517.168
Log likelihood: -3112.31
Log likelihood: -725.975
Log likelihood: -1966.92
Log likelihood: -17750.1
Log likelihood: -705.768
Log likelihood: -20328.6
Log likelihood: -304.403
Log likelihood: -2171.61
Log likelihood: -2716.14
Log likelihood: -2602.71
Log likelihood: -426.304
Log likelihood: -1107.26
Log likelihood: -18569.9
Log likelihood: -206.598
Log likelihood: -1701
Log likelihood: -1829.27
Log likelihood: -5098.11
Log likelihood: -1005.62
Log likelihood: -1507.99
Log likelihood: -537.53
Log likelihood: -5573.12
Log likelihood: -1555.28
Log likelihood: -290.939
Log likelihood: -5766.26
Log likelihood: -3835.84
Log likelihood: -1671.53
Log likelihood: -1156.43
Log likelihood: -12049.1
Log likelihood: -927.649
Log likelihood: -4274.78
Log likelihood: -2923.71
Log likelihood: -748.338
Log likelihood: -326.564
Log likelihood: -920.963
Log likelihood: -2180.84
Log likelihood: -4179.78
Log likelihood: -462.239
Log likelihood: -328.907
Log likelihood: -862.404
Log likelihood: -7170.46
Log likelihood: -1062.11
Log likelihood: -21301.4
Log likelihood: -14285.5
Log likelihood: -1567.76
Log likelihood: -7246.5
Log likelihood: -2517.46
Log likelihood: -1141.64
Log likelihood: -832.601
Log likelihood: -191.847
Log likelihood: -834.223
Log likelihood: -5189.56
Log likelihood: -1333.62
Log likelihood: -409.192
Log likelihood: -1083.79
Log likelihood: -2548.66
Log likelihood: -261.892
Log likelihood: -8048.81
Log likelihood: -2669.29
Log likelihood: -22100.6
Log likelihood: -19985.6
Log likelihood: -12465
Log likelihood: -2114.78
Log likelihood: -10229.2
Log likelihood: -648.82
Log likelihood: -1325.35
Log likelihood: -1535.11
Log likelihood: -646.895
Log likelihood: -17037.8
Log likelihood: -1894.02
Log likelihood: -840.339
Log likelihood: -14700.5
Log likelihood: -734.749
Log likelihood: -13081.6
Completed simulation 1001
Log likelihood: -12538.4
Log likelihood: -812.344
Log likelihood: -1426.55
Log likelihood: -12168.7
Log likelihood: -12708.4
Log likelihood: -2135.71
Log likelihood: -273.941
Log likelihood: -835.407
Log likelihood: -747.16
Log likelihood: -198.892
Log likelihood: -7435.81
Log likelihood: -2501.16
Log likelihood: -592.01
Log likelihood: -20906.3
Log likelihood: -19998.2
Log likelihood: -893.261
Log likelihood: -253.394
Log likelihood: -579.138
Log likelihood: -673.909
Log likelihood: -913.828
Log likelihood: -8470.41
Log likelihood: -1453.68
Log likelihood: -35786.5
Log likelihood: -339.891
Log likelihood: -236.162
Log likelihood: -1119.38
Log likelihood: -1015.79
Log likelihood: -1170.11
Log likelihood: -2159.56
Log likelihood: -1051.71
Log likelihood: -450.215
Log likelihood: -2796.35
Log likelihood: -923.326
Log likelihood: -1803.61
Log likelihood: -682.584
Log likelihood: -618.055
Log likelihood: -2730.68
Log likelihood: -861.978
Log likelihood: -648.415
Log likelihood: -1329.14
Log likelihood: -242.333
Log likelihood: -901.319
Log likelihood: -2766.09
Log likelihood: -2624
Log likelihood: -3410.25
Log likelihood: -1317.87
Log likelihood: -1758.07
Log likelihood: -586.632
Log likelihood: -425.701
Log likelihood: -1186.62
Log likelihood: -32457.3
Log likelihood: -2790.22
Log likelihood: -258.377
Log likelihood: -1404.33
Log likelihood: -4038.66
Log likelihood: -963.155
Log likelihood: -4900.81
Log likelihood: -1714.77
Log likelihood: -2339.86
Log likelihood: -1251.32
Log likelihood: -846.306
Log likelihood: -2812.81
Log likelihood: -2146.75
Log likelihood: -1279.77
Log likelihood: -7401.58
Log likelihood: -29121.6
Log likelihood: -28995.7
Log likelihood: -1542.62
Log likelihood: -1106.32
Log likelihood: -449.508
Log likelihood: -39654.2
Log likelihood: -15944.8
Log likelihood: -1686.68
Log likelihood: -21974.6
Log likelihood: -1803.35
Log likelihood: -1284.2
Log likelihood: -27943.1
Log likelihood: -1018.91
Log likelihood: -232.272
Log likelihood: -1321.25
Log likelihood: -2469.15
Log likelihood: -17508.4
Log likelihood: -676.714
Log likelihood: -560.518
Log likelihood: -637.129
Log likelihood: -211.448
Log likelihood: -8387.19
Log likelihood: -5434.17
Log likelihood: -1915.58
Log likelihood: -846.716
Log likelihood: -3410.85
Log likelihood: -19028.7
Log likelihood: -9519.37
